School Type,Teacher-to-student ratio,Attendance,Mathematics Books,Mock result,NECTA result
Government,149,71,Not Own Book,C,1
Government,220,78,Not Own Book,D,0
Government,106,76,Not Own Book,D,0
Government,227,76,Not Own Book,C,1
Government,193,72,Own a Book,D,0
Private,61,76,Own a Book,C,1
Government,119,71,Not Own Book,A,1
Private,67,88,Own a Book,C,1
Private,50,93,Not Own Book,A,1
Government,161,65,Not Own Book,F,0
Government,110,70,Not Own Book,C,1
Private,79,88,Own a Book,B,1
Government,91,62,Not Own Book,D,1
Government,191,58,Not Own Book,F,0
Government,183,73,Not Own Book,F,0
Private,64,95,Own a Book,A,1
Private,80,83,Own a Book,F,0
Private,76,86,Own a Book,F,1
Private,97,93,Not Own Book,C,1
Government,103,79,Own a Book,D,0
Private,72,89,Own a Book,C,1
Private,65,90,Own a Book,B,1
Private,75,91,Own a Book,F,0
Private,82,92,Own a Book,C,1
Government,120,59,Not Own Book,B,1
Government,133,89,Not Own Book,A,1
Government,193,72,Not Own Book,C,1
Private,95,93,Own a Book,A,1
Private,82,82,Own a Book,A,1
Private,72,86,Own a Book,B,1
Government,139,73,Not Own Book,B,0
Private,83,75,Own a Book,B,1
Government,160,60,Own a Book,F,0
Government,75,62,Not Own Book,C,1
Government,175,57,Not Own Book,F,0
Government,111,71,Not Own Book,D,0
Private,53,87,Not Own Book,A,1
Government,74,84,Not Own Book,F,0
Government,140,58,Not Own Book,F,0
Government,104,72,Own a Book,D,1
Government,60,61,Not Own Book,F,0
Government,133,52,Not Own Book,D,0
Private,67,92,Own a Book,A,1
Government,143,76,Own a Book,B,1
Government,121,75,Not Own Book,D,0
Government,232,56,Not Own Book,F,0
Private,82,88,Own a Book,C,1
Government,127,75,Own a Book,D,1
Government,147,79,Not Own Book,F,0
Private,96,92,Not Own Book,C,1
Government,193,79,Own a Book,D,1
Private,54,95,Own a Book,B,1
Government,106,71,Own a Book,C,0
Government,114,74,Not Own Book,C,1
Government,130,79,Not Own Book,D,1
Government,123,73,Not Own Book,C,1
Government,151,81,Not Own Book,C,1
Private,86,94,Not Own Book,C,1
Government,190,63,Not Own Book,F,0
Private,70,78,Not Own Book,B,1
Private,50,88,Own a Book,D,1
Government,103,58,Not Own Book,F,0
Government,126,70,Own a Book,C,1
Private,56,87,Own a Book,A,1
Government,201,83,Own a Book,B,1
Private,57,91,Own a Book,B,1
Private,84,94,Own a Book,A,1
Government,74,65,Not Own Book,B,1
Government,179,85,Own a Book,B,1
Government,143,78,Not Own Book,F,0
Private,97,90,Own a Book,A,1
Government,99,51,Not Own Book,C,1
Private,66,96,Own a Book,A,1
Private,69,99,Own a Book,A,1
Private,72,88,Own a Book,F,1
Private,69,88,Own a Book,B,1
Government,135,64,Not Own Book,F,0
Private,69,76,Own a Book,D,1
Government,60,64,Own a Book,B,1
Private,89,99,Own a Book,A,1
Private,117,95,Own a Book,F,1
Government,163,62,Not Own Book,F,0
Government,98,64,Own a Book,F,0
Government,103,91,Not Own Book,B,1
Government,177,59,Not Own Book,F,0
Private,80,82,Own a Book,A,1
Government,137,65,Not Own Book,A,1
Government,183,56,Not Own Book,F,0
Government,60,64,Not Own Book,D,1
Government,183,64,Not Own Book,C,1
Government,160,60,Not Own Book,D,0
Government,105,83,Own a Book,D,1
Private,53,79,Own a Book,B,1
Private,76,87,Not Own Book,A,1
Government,213,61,Not Own Book,D,0
Government,139,67,Own a Book,F,0
Private,62,81,Not Own Book,C,1
Government,158,70,Not Own Book,F,0
Government,231,73,Own a Book,F,0
Government,169,84,Not Own Book,D,0
Private,83,83,Own a Book,B,1
Government,205,86,Not Own Book,D,0
Private,82,82,Not Own Book,D,0
Private,63,86,Own a Book,B,1
Government,71,87,Not Own Book,D,0
Private,61,99,Not Own Book,A,1
Government,100,86,Not Own Book,C,0
Government,179,67,Own a Book,C,1
Private,86,91,Own a Book,B,1
Government,157,76,Not Own Book,C,1
Government,92,73,Own a Book,B,1
Government,230,59,Not Own Book,D,0
Private,68,89,Not Own Book,C,1
Private,84,84,Own a Book,C,1
Government,152,60,Not Own Book,D,0
Private,78,85,Own a Book,C,1
Government,175,73,Own a Book,C,1
Government,118,80,Own a Book,C,1
Government,208,67,Own a Book,C,1
Private,51,87,Own a Book,A,1
Government,103,78,Not Own Book,C,1
Government,208,70,Own a Book,D,1
Government,176,73,Not Own Book,D,0
Private,113,88,Own a Book,A,1
Private,76,89,Own a Book,A,1
Government,226,59,Not Own Book,F,0
Government,66,71,Not Own Book,F,0
Private,53,97,Own a Book,A,1
Government,190,71,Own a Book,F,0
Government,71,61,Not Own Book,C,1
Government,141,84,Not Own Book,D,1
Private,92,93,Own a Book,C,1
Government,172,77,Not Own Book,D,0
Government,150,77,Not Own Book,A,1
Government,129,58,Own a Book,F,0
Government,159,76,Not Own Book,B,1
Government,175,83,Not Own Book,F,0
Private,65,84,Own a Book,A,1
Government,166,50,Not Own Book,F,0
Private,91,90,Not Own Book,B,1
Government,139,70,Own a Book,F,0
Private,76,77,Own a Book,F,0
Private,82,92,Own a Book,C,1
Government,174,75,Not Own Book,F,0
Private,88,77,Own a Book,A,1
Government,104,88,Own a Book,B,1
Private,67,93,Not Own Book,D,1
Private,67,74,Own a Book,D,1
Government,109,78,Own a Book,C,1
Private,50,93,Own a Book,A,1
Government,60,84,Not Own Book,B,1
Government,203,63,Own a Book,D,0
Government,80,78,Own a Book,B,1
Private,98,86,Not Own Book,A,1
Government,183,64,Not Own Book,F,0
Private,68,81,Own a Book,D,1
Private,84,74,Not Own Book,C,0
Government,169,75,Not Own Book,F,0
Private,58,86,Own a Book,D,0
Private,74,68,Own a Book,A,1
Private,60,88,Own a Book,A,1
Government,179,81,Not Own Book,F,0
Government,117,56,Own a Book,F,0
Private,73,83,Own a Book,B,1
Private,72,91,Not Own Book,D,1
Government,155,50,Own a Book,B,1
Government,224,64,Not Own Book,F,0
Government,139,73,Own a Book,F,0
Government,204,64,Not Own Book,F,0
Government,171,57,Own a Book,F,0
Government,213,57,Own a Book,D,0
Government,134,53,Not Own Book,F,0
Government,181,63,Not Own Book,C,0
Private,74,95,Own a Book,B,1
Private,50,99,Own a Book,A,1
Government,100,70,Not Own Book,C,1
Government,176,77,Not Own Book,D,0
Government,173,60,Not Own Book,F,0
Government,91,50,Not Own Book,F,0
Government,159,88,Not Own Book,B,1
Private,82,83,Own a Book,B,1
Government,148,77,Own a Book,C,1
Government,182,71,Own a Book,C,1
Government,176,79,Own a Book,B,1
Private,74,94,Not Own Book,A,1
Government,127,72,Not Own Book,C,0
Private,90,90,Own a Book,D,0
Government,170,82,Own a Book,B,1
Government,87,65,Own a Book,F,0
Private,78,98,Not Own Book,C,1
Private,57,83,Not Own Book,C,1
Private,60,88,Own a Book,A,1
Private,65,92,Not Own Book,A,1
Government,152,53,Not Own Book,D,0
Government,166,83,Own a Book,A,1
Government,131,74,Not Own Book,F,0
Government,133,92,Not Own Book,B,1
Private,67,99,Not Own Book,C,1
Government,197,69,Own a Book,F,0
Private,50,99,Own a Book,A,1
Government,136,78,Own a Book,F,0
Government,219,72,Own a Book,D,0
Private,82,76,Own a Book,C,1
Private,94,78,Own a Book,D,1
Government,60,70,Not Own Book,D,1
Government,94,65,Own a Book,B,1
Private,82,89,Own a Book,C,1
Government,219,83,Not Own Book,F,0
Government,98,78,Not Own Book,C,1
Private,69,83,Own a Book,D,1
Government,168,79,Own a Book,D,1
Private,53,81,Own a Book,F,0
Government,173,58,Own a Book,D,1
Government,60,73,Own a Book,B,1
Government,172,61,Own a Book,D,1
Government,105,63,Not Own Book,A,1
Private,68,94,Not Own Book,B,1
Private,84,92,Own a Book,C,1
Government,170,66,Not Own Book,D,0
Government,149,53,Own a Book,D,1
Private,89,82,Own a Book,D,1
Private,50,99,Own a Book,A,1
Government,159,79,Not Own Book,F,0
Government,114,84,Own a Book,C,0
Government,191,72,Own a Book,D,0
Government,180,66,Own a Book,C,1
Government,182,79,Not Own Book,F,0
Private,99,96,Not Own Book,C,1
Government,200,65,Not Own Book,B,1
Private,72,83,Own a Book,A,1
Government,149,54,Not Own Book,A,1
Private,84,82,Not Own Book,A,1
Government,156,76,Not Own Book,F,0
Government,181,64,Own a Book,C,1
Government,60,79,Not Own Book,B,1
Government,234,89,Own a Book,B,1
Private,75,88,Own a Book,A,1
Private,50,87,Own a Book,A,1
Government,108,75,Not Own Book,D,1
Government,60,64,Not Own Book,F,0
Private,58,83,Own a Book,A,1
Government,143,63,Not Own Book,C,1
Private,97,79,Not Own Book,D,0
Government,168,78,Not Own Book,F,0
Government,160,65,Not Own Book,C,1
Private,57,95,Not Own Book,B,1
Government,112,75,Not Own Book,F,0
Government,116,69,Own a Book,B,0
Government,118,78,Own a Book,C,1
Private,69,81,Own a Book,A,1
Government,137,62,Own a Book,C,1
Government,134,77,Own a Book,F,0
Government,119,50,Not Own Book,C,1
Private,77,88,Own a Book,A,1
Private,70,92,Own a Book,A,1
Government,78,83,Not Own Book,B,1
Private,75,98,Own a Book,C,1
Government,144,68,Not Own Book,F,0
Government,78,77,Not Own Book,D,1
Government,123,61,Not Own Book,C,1
Government,176,65,Own a Book,F,0
Private,57,97,Own a Book,B,1
Private,56,87,Own a Book,D,0
Private,70,89,Not Own Book,C,0
Government,178,59,Not Own Book,F,0
Government,231,74,Not Own Book,F,0
Government,179,77,Not Own Book,F,0
Private,91,93,Own a Book,A,1
Private,80,79,Own a Book,B,1
Government,119,79,Not Own Book,F,0
Government,179,60,Not Own Book,D,0
Private,73,87,Own a Book,A,1
Government,166,53,Not Own Book,B,1
Government,107,68,Not Own Book,D,1
Private,81,80,Not Own Book,D,0
Private,73,84,Own a Book,B,1
Government,160,70,Own a Book,B,1
Government,146,78,Own a Book,B,1
Government,137,77,Own a Book,A,1
Private,82,71,Own a Book,F,1
Government,131,76,Not Own Book,D,0
Private,51,89,Own a Book,B,1
Government,65,64,Not Own Book,B,1
Private,77,81,Not Own Book,B,1
Private,68,87,Own a Book,C,1
Private,50,89,Not Own Book,A,1
Government,154,73,Not Own Book,A,1
Government,145,68,Not Own Book,F,0
Government,127,50,Not Own Book,F,0
Private,78,84,Own a Book,A,1
Government,209,58,Not Own Book,F,0
Government,207,90,Not Own Book,B,1
Government,156,70,Not Own Book,F,0
Private,73,93,Not Own Book,B,1
Government,157,76,Not Own Book,A,1
Government,163,73,Own a Book,F,1
Private,70,85,Own a Book,A,1
Government,157,64,Own a Book,D,1
Government,79,50,Own a Book,F,0
Government,153,71,Not Own Book,D,1
Government,171,73,Own a Book,D,0
Government,127,69,Not Own Book,F,0
Government,145,71,Not Own Book,D,0
Government,99,57,Own a Book,F,0
Private,56,85,Own a Book,A,1
Government,159,63,Not Own Book,D,0
Private,64,92,Own a Book,A,1
Private,50,88,Own a Book,D,0
Government,99,63,Own a Book,D,0
Government,106,68,Not Own Book,D,0
Government,184,59,Not Own Book,F,0
Private,77,85,Not Own Book,F,0
Private,61,92,Not Own Book,D,0
Private,66,78,Own a Book,A,1
Government,209,69,Own a Book,D,0
Government,192,62,Not Own Book,D,0
Government,99,56,Not Own Book,F,0
Private,92,99,Own a Book,F,0
Private,73,96,Own a Book,A,1
Private,86,83,Own a Book,A,1
Government,142,67,Own a Book,F,0
Government,203,50,Own a Book,F,0
Government,97,54,Not Own Book,D,1
Government,138,58,Not Own Book,F,0
Private,93,87,Own a Book,D,1
Private,50,87,Own a Book,D,0
Private,74,90,Own a Book,C,1
Government,132,76,Not Own Book,D,0
Government,180,72,Not Own Book,B,1
Government,198,59,Not Own Book,D,0
Private,85,90,Own a Book,A,1
Private,78,92,Own a Book,C,1
Government,151,65,Own a Book,B,1
Government,134,51,Not Own Book,D,1
Government,159,81,Not Own Book,B,1
Private,96,88,Own a Book,B,1
Private,62,68,Not Own Book,D,1
Private,68,99,Own a Book,D,0
Government,146,65,Own a Book,B,1
Government,195,92,Not Own Book,B,1
Government,160,73,Not Own Book,F,0
Private,89,86,Own a Book,D,1
Private,90,89,Own a Book,B,1
Government,176,62,Not Own Book,F,0
Private,59,88,Own a Book,D,1
Government,224,90,Not Own Book,D,1
Government,213,61,Own a Book,F,1
Government,152,75,Own a Book,D,1
Government,87,62,Own a Book,B,0
Government,79,68,Own a Book,F,0
Private,78,99,Own a Book,A,1
Government,118,75,Own a Book,B,1
Private,50,93,Not Own Book,C,1
Private,51,88,Own a Book,D,1
Private,67,99,Own a Book,A,1
Government,158,60,Own a Book,B,1
Private,96,76,Not Own Book,B,1
Government,171,86,Own a Book,A,1
Government,132,66,Own a Book,F,0
Government,167,74,Own a Book,C,1
Government,163,87,Not Own Book,A,1
Government,183,74,Not Own Book,F,0
Government,148,92,Own a Book,B,1
Private,90,88,Own a Book,B,1
Government,187,62,Own a Book,D,0
Government,153,50,Own a Book,F,0
Government,144,73,Not Own Book,C,1
Private,88,72,Own a Book,F,0
Private,64,90,Own a Book,A,1
Government,82,84,Own a Book,F,0
Government,81,69,Not Own Book,A,1
Government,114,71,Own a Book,B,1
Private,84,94,Own a Book,F,0
Private,68,92,Own a Book,B,1
Government,159,81,Own a Book,D,1
Private,67,87,Own a Book,A,1
Government,128,50,Not Own Book,D,0
Government,103,81,Own a Book,D,0
Private,73,86,Not Own Book,C,1
Government,142,61,Own a Book,F,0
Government,168,73,Own a Book,C,1
Private,79,89,Own a Book,F,0
Government,141,62,Not Own Book,A,1
Government,82,57,Own a Book,F,0
Government,198,74,Not Own Book,D,0
Government,146,61,Not Own Book,B,1
Government,153,71,Own a Book,A,1
Private,99,90,Not Own Book,A,1
Private,88,94,Own a Book,A,1
Private,81,99,Not Own Book,C,1
Private,74,89,Own a Book,A,1
Government,149,65,Not Own Book,F,0
Government,160,86,Own a Book,D,1
Government,168,80,Not Own Book,F,0
Private,100,89,Own a Book,A,1
Private,112,89,Own a Book,C,1
Government,163,70,Own a Book,F,0
Private,50,89,Not Own Book,C,1
Private,60,87,Own a Book,C,0
Private,102,81,Own a Book,C,1
Government,182,70,Not Own Book,B,1
Private,81,99,Not Own Book,A,1
Private,72,82,Own a Book,B,1
Government,96,67,Own a Book,F,0
Government,225,61,Not Own Book,F,0
Government,112,81,Own a Book,B,1
Private,85,93,Own a Book,A,1
Government,91,57,Own a Book,C,1
Private,71,73,Not Own Book,F,0
Government,194,78,Own a Book,C,1
Private,71,78,Own a Book,A,1
Government,133,78,Not Own Book,B,1
Government,150,63,Own a Book,D,1
Government,89,76,Not Own Book,F,0
Government,81,74,Not Own Book,D,1
Private,85,84,Own a Book,B,1
Private,68,81,Own a Book,C,1
Government,181,75,Not Own Book,F,0
Private,91,83,Own a Book,A,1
Private,92,95,Own a Book,B,1
Private,50,82,Not Own Book,B,1
Government,118,73,Own a Book,C,1
Government,174,66,Not Own Book,B,1
Government,174,70,Own a Book,F,0
Private,108,83,Own a Book,D,0
Government,109,68,Not Own Book,F,0
Private,92,70,Own a Book,A,1
Private,80,82,Not Own Book,F,0
Government,76,64,Not Own Book,D,0
Government,125,69,Own a Book,D,0
Government,161,82,Not Own Book,F,0
Private,50,83,Own a Book,C,1
Private,50,97,Own a Book,F,0
Government,70,61,Not Own Book,A,1
Private,78,80,Own a Book,C,1
Government,128,51,Own a Book,C,0
Government,122,76,Not Own Book,F,0
Private,66,88,Not Own Book,A,1
Private,53,91,Own a Book,B,1
Private,68,88,Own a Book,A,1
Private,50,87,Own a Book,B,1
Government,203,72,Not Own Book,D,0
Private,100,99,Own a Book,D,1
Government,60,65,Not Own Book,C,0
Private,67,99,Own a Book,A,1
Government,131,78,Not Own Book,B,1
Government,142,73,Not Own Book,B,1
Government,195,75,Not Own Book,D,1
Government,129,50,Not Own Book,D,1
Government,146,67,Own a Book,C,1
Private,119,83,Own a Book,B,1
Government,144,91,Not Own Book,F,0
Government,229,66,Own a Book,F,0
Government,172,69,Not Own Book,F,0
Government,125,69,Own a Book,B,1
Private,64,78,Not Own Book,A,1
Private,74,84,Own a Book,D,1
Private,58,93,Own a Book,A,1
Government,111,50,Not Own Book,F,0
Government,130,73,Not Own Book,A,1
Private,79,81,Own a Book,B,1
Government,232,82,Not Own Book,D,1
Private,67,90,Own a Book,A,1
Private,81,77,Own a Book,A,1
Private,50,85,Not Own Book,D,1
Private,90,91,Own a Book,A,1
Government,72,66,Own a Book,F,0
Government,185,71,Not Own Book,F,0
Government,146,69,Not Own Book,C,1
Private,73,94,Not Own Book,D,0
Government,136,74,Own a Book,A,1
Government,91,69,Own a Book,C,1
Government,93,70,Own a Book,D,1
Government,187,59,Not Own Book,F,0
Government,150,84,Not Own Book,F,0
Government,136,92,Not Own Book,D,1
Government,169,66,Own a Book,C,1
Private,76,88,Not Own Book,C,1
Government,114,80,Not Own Book,B,1
Government,260,80,Not Own Book,C,1
Government,183,71,Own a Book,B,1
Government,155,60,Not Own Book,F,0
Government,126,88,Not Own Book,C,1
Private,89,92,Own a Book,A,1
Government,114,72,Own a Book,F,0
Government,110,62,Not Own Book,C,0
Government,226,70,Own a Book,A,1
Private,75,75,Own a Book,A,1
Private,63,93,Own a Book,A,1
Private,75,94,Own a Book,B,1
Government,188,72,Not Own Book,D,0
Government,177,60,Own a Book,F,0
Government,193,74,Not Own Book,F,0
Government,93,77,Not Own Book,F,0
Private,89,82,Own a Book,D,0
Government,141,79,Not Own Book,D,1
Government,154,75,Not Own Book,F,0
Government,204,67,Not Own Book,C,0
Private,85,84,Own a Book,A,1
Government,165,68,Not Own Book,F,0
Private,50,81,Own a Book,A,1
Private,74,89,Own a Book,A,1
Private,63,91,Own a Book,C,1
Government,181,81,Own a Book,D,0
Government,194,72,Not Own Book,F,0
Private,70,90,Own a Book,C,1
Private,64,86,Not Own Book,A,1
Private,98,81,Own a Book,A,1
Government,122,65,Not Own Book,D,0
Government,96,84,Not Own Book,F,1
Private,62,92,Not Own Book,A,1
Government,125,74,Not Own Book,F,0
Government,111,51,Own a Book,F,0
Private,87,90,Not Own Book,F,1
Private,50,78,Own a Book,A,1
Government,110,57,Not Own Book,C,1
Government,147,58,Not Own Book,F,0
Private,78,82,Own a Book,A,1
Government,226,78,Not Own Book,B,0
Private,98,89,Own a Book,B,1
Government,77,60,Own a Book,B,1
Private,50,83,Own a Book,C,1
Private,75,91,Own a Book,D,1
Government,119,76,Own a Book,D,0
Private,57,88,Own a Book,A,1
Government,150,58,Own a Book,F,0
Private,78,85,Own a Book,B,1
Private,62,99,Not Own Book,C,1
Private,65,79,Own a Book,C,1
Government,115,73,Not Own Book,F,0
Government,131,91,Not Own Book,D,0
Government,174,67,Own a Book,F,0
Government,101,88,Not Own Book,D,1
Private,65,83,Own a Book,B,1
Government,132,50,Not Own Book,F,0
Private,74,83,Own a Book,C,0
Government,162,62,Own a Book,D,0
Government,241,53,Own a Book,F,0
Private,83,85,Own a Book,C,0
Private,83,94,Not Own Book,C,0
Government,138,64,Own a Book,D,1
Private,60,85,Own a Book,C,1
Government,126,83,Own a Book,A,1
Private,64,82,Not Own Book,D,0
Government,167,76,Not Own Book,F,0
Private,50,76,Own a Book,C,1
Government,176,60,Own a Book,F,0
Private,73,86,Own a Book,C,1
Private,86,96,Own a Book,B,1
Government,117,60,Own a Book,D,0
Government,109,60,Not Own Book,F,0
Private,68,89,Not Own Book,A,1
Government,130,74,Not Own Book,D,1
Private,87,80,Own a Book,C,1
Private,86,84,Own a Book,C,1
Private,103,95,Not Own Book,C,1
Government,127,58,Not Own Book,F,0
Government,60,73,Not Own Book,D,0
Private,68,84,Not Own Book,C,1
Private,78,97,Own a Book,D,1
Private,85,92,Own a Book,D,1
Private,79,94,Own a Book,B,1
Private,67,84,Own a Book,A,1
Government,227,78,Own a Book,B,1
Government,103,77,Not Own Book,F,0
Private,70,91,Own a Book,C,1
Government,101,67,Not Own Book,F,0
Government,150,71,Own a Book,F,0
Private,98,75,Own a Book,D,0
Government,143,87,Own a Book,C,1
Government,143,63,Not Own Book,F,0
Government,73,66,Not Own Book,C,1
Private,70,78,Own a Book,A,1
Private,92,92,Own a Book,A,1
Private,71,91,Own a Book,A,1
Private,70,85,Own a Book,D,1
Private,91,71,Own a Book,A,1
Government,135,62,Not Own Book,F,0
Private,94,91,Own a Book,A,1
Private,55,89,Not Own Book,A,1
Private,85,87,Not Own Book,C,1
Government,224,65,Not Own Book,F,0
Government,195,54,Not Own Book,F,0
Private,50,94,Own a Book,A,1
Government,121,55,Not Own Book,B,1
Private,71,86,Own a Book,B,1
Private,90,80,Own a Book,A,1
Government,90,79,Not Own Book,A,1
Private,59,92,Own a Book,A,1
Government,77,66,Own a Book,B,1
Private,62,92,Own a Book,A,1
Private,56,77,Own a Book,C,0
Government,221,69,Own a Book,A,1
Government,120,59,Own a Book,D,0
Private,85,95,Own a Book,B,1
Private,75,90,Not Own Book,C,1
Government,150,76,Not Own Book,D,0
Government,123,64,Not Own Book,A,1
Private,86,93,Not Own Book,D,1
Private,77,80,Own a Book,F,0
Government,154,60,Own a Book,D,0
Government,123,68,Own a Book,F,0
Private,68,81,Not Own Book,A,1
Government,176,77,Own a Book,C,1
Private,78,84,Own a Book,C,1
